iter	Logloss
317	0.2970366211
318	0.2969483073
319	0.2968699219
320	0.2967823242
321	0.2966451823
322	0.2964820312
323	0.29636875
324	0.2962813802
325	0.2961128581
326	0.2959394857
327	0.295735612
328	0.295650944
329	0.2955192057
330	0.2954674479
331	0.2953424479
332	0.2952141276
333	0.295073112
334	0.2949307292
335	0.294774056
336	0.294724349
337	0.2945598307
338	0.2943279948
339	0.2941561523
340	0.2939629232
341	0.293799349
342	0.2936789062
343	0.2935369792
344	0.2933681641
345	0.2932353516
346	0.293124349
347	0.2929617513
348	0.2928277995
349	0.2927514323
350	0.2925850586
351	0.2924343424
352	0.2923501302
353	0.2922210286
354	0.2921001953
355	0.2920152995
356	0.291901237
357	0.2917551432
358	0.2916683919
359	0.291485612
360	0.2913976888
361	0.2912998698
362	0.2911753255
363	0.2910774089
364	0.2909954427
365	0.2908717122
366	0.2907878581
367	0.2906913411
368	0.290515625
369	0.2903575521
370	0.2902547526
371	0.2900955729
372	0.2899554036
373	0.2898533854
374	0.2897340495
375	0.2895269206
376	0.2894444987
377	0.2892929036
378	0.2891666667
379	0.2890485677
380	0.288963444
381	0.2888701172
382	0.2886290365
383	0.2885472982
384	0.2884430013
385	0.2883333333
386	0.2881114583
387	0.2879591471
388	0.2877597982
389	0.2876898763
390	0.2876063802
391	0.2875170573
392	0.2874516276
393	0.2873503255
394	0.2872095703
395	0.2871070964
396	0.2869818359
397	0.2868387044
398	0.2867786458
399	0.2866189128
400	0.2864720703
401	0.286341276
402	0.2861804688
403	0.2859799805
404	0.285846224
405	0.2856691406
406	0.2855416341
407	0.2854066732
408	0.285289974
409	0.2851692057
410	0.285010026
411	0.2848571615
412	0.2847300781
413	0.284615918
414	0.2845123698
415	0.284404069
416	0.2843083984
417	0.2841916016
418	0.2840598307
419	0.2839315755
420	0.283799349
421	0.2837209961
422	0.2835662109
423	0.283436849
424	0.2832932943
425	0.2832011719
426	0.283050651
427	0.2829924479
428	0.2828951823
429	0.2828048177
430	0.2827115234
431	0.2825729492
432	0.2824203125
433	0.2822678711
434	0.2821614583
435	0.2820636393
436	0.2818946615
437	0.2818154297
438	0.2816882813
439	0.2815985026
440	0.2814464193
441	0.2813486328
442	0.2812307292
443	0.2811377604
444	0.2810560221
445	0.2809636393
446	0.280841862
447	0.2807065104
448	0.2806226562
449	0.2804766927
450	0.2803742839
451	0.2802875651
452	0.2801700846
453	0.2800927409
454	0.2799696615
455	0.2798913411
456	0.2797804688
457	0.2796490234
458	0.2795101237
459	0.2793446615
460	0.2792511068
461	0.2791444661
462	0.2790090495
463	0.2788492839
464	0.278705599
465	0.2785750651
466	0.278475651
467	0.2783258138
468	0.2781681315
469	0.2780465495
470	0.277935319
471	0.2778085937
472	0.2777065755
473	0.2775585612
474	0.27748125
475	0.2773203776
476	0.2772150391
477	0.2771053711
478	0.2770448568
479	0.2769135742
480	0.2768010091
481	0.2766639648
482	0.2765864583
483	0.2764641927
484	0.2763345703
485	0.2762682943
486	0.2761625977
487	0.2760030599
488	0.275870638
489	0.2757639974
490	0.2756821615
491	0.2755566081
492	0.2754742513
493	0.275350293
494	0.2752185221
495	0.275099349
496	0.2750154948
497	0.2749244466
498	0.2748201172
499	0.2746895833
500	0.2745946289
501	0.2745141276
502	0.2744275391
503	0.2743093099
504	0.2742402669
505	0.2741567057
506	0.274050651
507	0.2739087891
508	0.2737616211
509	0.2736214518
510	0.2735357747
511	0.2733922526
512	0.273263151
513	0.2731766276
514	0.2730352865
515	0.2729596354
516	0.272874821
517	0.2727423828
518	0.2726061523
519	0.2724748861
520	0.2723297852
521	0.2722652344
522	0.2721493815
523	0.2720485026
524	0.2719491211
525	0.2718262044
526	0.2716904297
527	0.2716225911
528	0.2715279785
529	0.2714289062
530	0.2712482096
531	0.2711413411
532	0.2710486654
533	0.2708891113
534	0.2707875163
535	0.2707107747
536	0.2705983398
537	0.2704388346
538	0.2703167318
539	0.2702204264
540	0.2701289063
541	0.2699707357
542	0.2698964355
543	0.2697471191
544	0.2696096354
545	0.2694840983
546	0.2693633138
547	0.2692809408
548	0.2691878255
549	0.2690664388
550	0.2689483561
551	0.268852653
552	0.2687508789
553	0.268638737
554	0.2685722982
555	0.2684570475
556	0.2683460938
557	0.2682213704
558	0.2681373698
559	0.2680148926
560	0.2678790039
561	0.2677758138
562	0.2675695638
563	0.2674867188
564	0.2673895833
565	0.2672634766
566	0.2671208822
567	0.267016276
568	0.266909196
569	0.266771403
570	0.2666380859
571	0.2665305176
572	0.2664295247
573	0.2663536947
574	0.2662541829
575	0.2661746094
576	0.2660719401
577	0.2659507487
578	0.265875
579	0.2658135417
580	0.2656945475
581	0.2656146973
582	0.2655373861
583	0.265374056
584	0.2652608073
585	0.2651513184
586	0.2650596517
587	0.2649275879
588	0.264855013
589	0.2647810547
590	0.264702946
591	0.2645584473
592	0.2644616374
593	0.2643713379
594	0.2642581055
595	0.2641139323
596	0.2639975098
597	0.2639029622
598	0.263792041
599	0.2637107747
600	0.263595752
601	0.2635135417
602	0.2633964193
603	0.263318571
604	0.2632103841
605	0.2630852539
606	0.2629844401
607	0.262899528
608	0.2628111979
609	0.2626963542
610	0.2625721191
611	0.2624690104
612	0.2623664876
613	0.2622634766
614	0.2621683268
615	0.26208514
616	0.2619584635
617	0.2618699544
618	0.2617655599
619	0.2616571289
620	0.2615472656
621	0.2614426432
622	0.2613487793
623	0.2611911947
624	0.2610994954
625	0.260995166
626	0.2609078939
627	0.260834668
628	0.2607121419
629	0.2606232096
630	0.2605493164
631	0.2604798828
632	0.2603755859
633	0.2603214844
634	0.2602418457
635	0.2601595866
636	0.2600159993
637	0.2599353841
638	0.2598623698
639	0.2597633789
640	0.2596670247
641	0.2595978027
642	0.2595172526
643	0.2593986979
644	0.2593177409
645	0.2592355957
646	0.2591373372
647	0.2590528158
648	0.258960026
649	0.2588794271
650	0.2588335612
651	0.2586790365
652	0.2585701823
653	0.2584729492
654	0.2583861816
655	0.2582633789
656	0.2581706706
657	0.2580778158
658	0.2580019694
659	0.2579150391
660	0.2578037435
661	0.2577399414
662	0.2576131348
663	0.2575369141
664	0.2574611654
665	0.2573955892
666	0.2572941081
667	0.2571800456
668	0.2571048177
669	0.2570063477
670	0.2568997396
671	0.2567235514
672	0.2566123698
673	0.2564978516
674	0.2564020508
675	0.2563189779
676	0.2562085124
677	0.2560947266
678	0.2560062174
679	0.2559415365
680	0.2558460449
681	0.2557632324
682	0.255624821
683	0.2555340169
684	0.2554211589
685	0.2553458333
686	0.2552094727
687	0.2551113607
688	0.2550108398
689	0.254846224
690	0.2547696126
691	0.2546988607
692	0.2545945801
693	0.2545225586
694	0.2543689941
695	0.2542943359
696	0.254205306
697	0.2540864583
698	0.2540113932
699	0.2538974935
700	0.2538222331
701	0.2537318197
702	0.2536316406
703	0.2535391276
704	0.2534023763
705	0.2532977376
706	0.2532393555
707	0.2531560547
708	0.2530535156
709	0.2529673177
710	0.2529114258
711	0.2528325521
712	0.2527344076
713	0.2526367676
714	0.2525550456
715	0.2524715983
716	0.2523826497
717	0.2523169108
718	0.2522252604
719	0.252146224
720	0.2520490885
721	0.2519920573
722	0.2519150879
723	0.2518575846
724	0.2517411621
725	0.2516645182
726	0.2515610189
727	0.2514006348
728	0.251275179
729	0.2511997233
730	0.2511070313
731	0.2510027669
732	0.2509007161
733	0.2507265951
734	0.2506447917
735	0.2505727702
736	0.2505008464
737	0.2504104329
738	0.2502899414
739	0.2502176758
740	0.2501276204
741	0.250043571
742	0.2499639974
743	0.2498970378
744	0.249811556
745	0.2496946452
746	0.249608724
747	0.2495323568
748	0.2494641439
749	0.2493263184
750	0.2492247396
751	0.2491387858
752	0.2490499186
753	0.248994987
754	0.2488529785
755	0.2487341797
756	0.2486394694
757	0.2485274089
758	0.2484367513
759	0.2483436198
760	0.248254069
761	0.2481576172
762	0.2480429688
763	0.2479540202
764	0.2477839518
765	0.2476863932
766	0.2475905273
767	0.2475182454
768	0.2474165365
769	0.2473256836
770	0.2472379232
771	0.247129362
772	0.2470021159
773	0.2469659831
774	0.2468626628
775	0.2467805501
776	0.2466358398
777	0.2464733724
778	0.2463893229
779	0.2462657552
780	0.2461731771
781	0.246071582
782	0.2459680176
783	0.2459220378
784	0.2458333333
785	0.2457470866
786	0.2456790527
787	0.2456044271
788	0.2454718099
789	0.2454120117
790	0.2453043945
791	0.2451747721
792	0.2450757813
793	0.2449333984
794	0.2447955404
795	0.2446760742
796	0.2445970215
797	0.2445060872
798	0.2444009928
799	0.2442554036
800	0.244168099
801	0.2440600098
802	0.2439645508
803	0.2438490234
804	0.2437873861
805	0.2437113118
806	0.2436133138
807	0.2435236979
808	0.2434250651
809	0.2433377441
810	0.2432826823
811	0.243184375
812	0.2431029134
813	0.243039974
814	0.2429320313
815	0.242846582
816	0.2427703776
817	0.242685612
818	0.2425647624
819	0.2424777181
820	0.2423805827
821	0.2422704427
822	0.2421790202
823	0.2421057943
824	0.2420024089
825	0.2419400879
826	0.2418658691
827	0.2417863444
828	0.2417012858
829	0.2416031901
830	0.2414738118
831	0.2414329102
832	0.2413664714
833	0.2413002604
834	0.2412090169
835	0.2410652344
836	0.24100389
837	0.2408966146
838	0.2408111491
839	0.2407143555
840	0.2406092122
841	0.2405563477
842	0.2404796875
843	0.2403658529
844	0.2402555664
845	0.2401807454
846	0.2401180664
847	0.2400601562
848	0.2399760417
849	0.2398752604
850	0.2397953613
851	0.2397224609
852	0.2396478516
853	0.2395494466
854	0.2394225749
855	0.2392841146
856	0.2391717773
857	0.2390986165
858	0.2390351237
859	0.2389501953
860	0.2388842773
861	0.2387367513
862	0.2386481445
863	0.238597526
864	0.2385486003
865	0.238471696
866	0.2383524577
867	0.2382869303
868	0.2381958659
869	0.2381224772
870	0.2380198079
871	0.237967513
872	0.2378855306
873	0.2377536784
874	0.2376742187
875	0.2375492188
876	0.2374244466
877	0.2373746094
878	0.2372771159
879	0.2371983073
880	0.2371009115
881	0.2370538737
882	0.236974707
883	0.2368430176
884	0.2367680013
885	0.236675
886	0.236599821
887	0.2365144043
888	0.2364399902
889	0.2363546875
890	0.2362711263
891	0.2361566732
892	0.2360759766
893	0.2359999512
894	0.2358945964
895	0.2358416992
896	0.2357600749
897	0.2356943522
898	0.2355654297
899	0.2354801432
900	0.235344694
901	0.2352387207
902	0.235125765
903	0.2350309733
904	0.2349011882
905	0.2348219727
906	0.2346696777
907	0.2346168783
908	0.234549349
909	0.2344290365
910	0.2343413574
911	0.2342342122
912	0.2341298991
913	0.2340541178
914	0.2339511068
915	0.2338392904
916	0.2337818522
917	0.2336798503
918	0.2336032389
919	0.2335343099
920	0.233470638
921	0.2334058919
922	0.2333181641
923	0.2332438639
924	0.2331898112
925	0.2331440755
926	0.2330640788
927	0.2329544271
928	0.2328895996
929	0.2327961263
930	0.2327353841
931	0.2326774414
932	0.2325991862
933	0.2324994629
934	0.2324201172
935	0.2322743164
936	0.2321664714
937	0.2320736003
938	0.232011377
939	0.2319297852
940	0.23186014
941	0.2317647461
942	0.2316638997
943	0.2315757487
944	0.2314912109
945	0.2314280924
946	0.2313788411
947	0.2313088053
948	0.231271403
949	0.2311808105
950	0.2311082357
951	0.2310345052
952	0.2309525716
953	0.2308505859
954	0.230793099
955	0.2306803711
956	0.2305859049
957	0.2304991536
958	0.2303796224
959	0.2303041016
960	0.2302015625
961	0.2301218424
962	0.230044043
963	0.2299708333
964	0.229885026
965	0.2297886393
966	0.2297343424
967	0.229641097
968	0.229531543
969	0.2294465495
970	0.2293460938
971	0.2292755697
972	0.2291942057
973	0.229147998
974	0.229027832
975	0.2289212565
976	0.2288629069
977	0.2287868164
978	0.2287012695
979	0.2286182617
980	0.2285144531
981	0.2284020833
982	0.2283284505
983	0.2282391276
984	0.2281573893
985	0.228051123
986	0.2279597819
987	0.2278829753
988	0.2278041178
989	0.2277397624
990	0.2276677897
991	0.2275995931
992	0.2275196452
993	0.227398877
994	0.2273192546
995	0.2272334147
996	0.2271246745
997	0.2270630534
998	0.2270136719
999	0.2269505208
